CaseOrder,Outage_sec_perweek,Yearly_equip_failure,InternetService,Bandwidth_GB_Year,Population,Area,Tenure
4280,11.28659,0,Fiber Optic,922.3842497,642,Rural,11.32392
4281,10.43043,0,Fiber Optic,866.9483546,2683,Suburban,8.06514
4282,12.87327,0,None,594.5452132,9262,Urban,3.30098
4283,12.20018,1,DSL,1351.920539,284,Rural,9.468306
4284,8.987011,2,DSL,1031.356925,1652,Rural,1.52349
4285,12.09389,0,None,1224.72764,32,Rural,10.15451
4286,10.01688,0,Fiber Optic,1103.319343,182,Urban,6.418936
4287,15.59664,1,Fiber Optic,910.2691862,7514,Urban,8.052952
4288,13.00941,1,None,1331.662313,1581,Urban,9.688409
4289,3.363527,2,DSL,2701.761153,1541,Rural,22.05456
4290,8.923032,2,Fiber Optic,577.4706172,814,Rural,4.164919
4291,9.531096,1,Fiber Optic,1059.388627,16894,Urban,7.518447
4292,14.8479,1,DSL,1569.491526,20631,Rural,6.602711
4293,12.22761,0,DSL,2715.021658,324,Rural,19.56071
4294,13.72064,2,DSL,1238.891522,3368,Urban,5.458881
4295,6.518242,1,None,2291.446991,13229,Suburban,18.601
4296,10.61869,0,Fiber Optic,1943.635982,36923,Urban,19.48354
4297,15.97282,1,Fiber Optic,1170.725967,5449,Urban,9.274687
4298,9.098168,2,Fiber Optic,1275.385401,3667,Rural,8.172776
4299,9.427912,0,None,1439.519609,1565,Urban,14.55246
4300,7.228077,1,Fiber Optic,1104.302871,1680,Urban,9.517804
4301,18.25245,2,None,490.5057336,12,Urban,1.649887
4302,7.839192,2,Fiber Optic,2585.068343,2350,Urban,25.46342
4303,11.62614,2,Fiber Optic,1469.854845,39523,Urban,12.69881
4304,12.9076,0,DSL,1123.372604,2336,Urban,2.865504
4305,6.001994,1,DSL,946.0176525,32029,Suburban,4.661936
4306,13.3429,1,DSL,2595.464531,12920,Suburban,20.10599
4307,7.337524,0,DSL,1357.166073,261,Suburban,7.633263
4308,13.0675,0,None,2098.351216,27345,Suburban,19.9534
4309,15.54324,0,Fiber Optic,1094.028517,17536,Rural,2.141515
4310,10.5871,1,None,983.0214047,56642,Suburban,7.294292
4311,9.805529,0,DSL,1705.410653,5835,Urban,14.69884
4312,8.289713,0,Fiber Optic,887.9936218,8761,Suburban,3.260154
4313,3.503782,0,Fiber Optic,1281.098493,2830,Suburban,15.05177
4314,9.85717,0,DSL,1984.206498,30609,Urban,9.564915
4315,11.46299,0,None,443.3624779,1770,Suburban,3.23817
4316,7.716619,0,Fiber Optic,514.9287886,3150,Urban,1.865935
4317,10.64343,0,DSL,2006.056116,978,Urban,15.10612
4318,7.930553,0,Fiber Optic,978.1726612,308,Suburban,11.12611
4319,7.343718,0,DSL,2394.464952,764,Urban,14.40375
4320,12.81224,1,Fiber Optic,770.7911152,695,Urban,9.121337
4321,6.924097,0,None,891.6297776,13762,Rural,1.11588
4322,8.128263,0,None,703.0576657,27842,Suburban,5.126165
4323,9.487624,0,DSL,2072.299479,8979,Suburban,13.61148
4324,6.807785,1,None,2087.790899,4634,Suburban,21.72968
4325,11.2053,0,Fiber Optic,1064.970201,16182,Suburban,7.283667
4326,11.63333,0,DSL,1246.154559,670,Rural,5.560793
4327,12.24838,1,None,638.1637463,35523,Rural,6.246694
4328,13.17201,1,Fiber Optic,942.7449518,10790,Urban,5.682535
4329,9.491469,2,Fiber Optic,1187.095148,10489,Rural,4.51753
4330,11.84641,0,Fiber Optic,660.1932315,1246,Rural,4.723073
4331,9.883011,0,Fiber Optic,780.9545758,24475,Urban,3.656765
4332,10.94774,1,Fiber Optic,654.0700617,4420,Rural,1.946824
4333,4.336065,0,None,678.2091311,38028,Rural,5.111561
4334,10.63877,0,Fiber Optic,1337.6353,34624,Rural,12.70316
4335,6.931743,0,DSL,767.0616095,611,Urban,1.347728
4336,7.194187,0,DSL,2119.656047,746,Suburban,13.19063
4337,7.284511,0,DSL,2520.720283,2074,Urban,21.42226
4338,4.999319,0,None,1165.027263,14279,Rural,6.186286
4339,12.62228,0,None,564.188439,30305,Rural,3.922369
4340,6.33742,1,Fiber Optic,1599.616413,517,Urban,13.21733
4341,11.75929,2,Fiber Optic,1390.888939,13568,Rural,9.938448
4342,10.2902,0,None,1419.040968,1204,Rural,12.12501
4343,16.22846,3,None,1740.076162,2838,Urban,15.10828
4344,8.907996,1,None,1380.517356,48833,Rural,11.19005
4345,10.16254,0,DSL,1638.620437,4641,Urban,12.18592
4346,10.97789,0,DSL,2190.039608,7972,Urban,17.95225
4347,11.69889,1,DSL,2396.551383,98,Suburban,19.78766
4348,11.52769,0,None,1452.316701,4049,Rural,11.20643
4349,11.95007,0,DSL,866.3476333,10434,Urban,2.582668
4350,10.70593,3,Fiber Optic,722.8531617,90675,Urban,8.152935
4351,6.895659,1,DSL,1445.492967,14305,Urban,5.402848
4353,12.00248,2,DSL,1149.045043,2845,Urban,6.106821
4354,12.38772,0,Fiber Optic,742.5950937,3709,Urban,6.463724
4355,10.98759,0,Fiber Optic,1824.879678,42,Urban,8.285158
4356,12.53943,0,Fiber Optic,2217.378277,553,Rural,17.7076
4357,12.33405,1,None,2977.360531,2138,Rural,31.81602
4358,12.75802,0,Fiber Optic,2097.12893,1988,Rural,23.55037
4359,12.50019,1,Fiber Optic,2313.442726,35157,Suburban,22.30566
4360,8.52773,0,DSL,1476.916161,5036,Rural,9.975367
4361,11.95077,0,Fiber Optic,861.1555834,4976,Suburban,1.358678
4362,8.580878,0,Fiber Optic,497.5901263,569,Rural,2.222289
4363,13.47619,0,Fiber Optic,896.0733804,925,Urban,7.028485
4364,11.33201,1,Fiber Optic,2183.450856,2238,Urban,19.04207
4365,9.823607,2,Fiber Optic,1478.745798,124,Suburban,7.848542
4366,10.93373,0,DSL,1531.68836,217,Urban,7.539374
4368,7.462184,0,Fiber Optic,1597.444059,57,Rural,11.86797
4369,10.5045,0,Fiber Optic,956.2196954,265,Suburban,7.649477
4370,15.8889,0,Fiber Optic,1981.140361,20759,Suburban,16.60351
4371,9.241986,0,DSL,1097.688317,39786,Rural,4.030411
4372,9.044187,0,Fiber Optic,1874.421389,3535,Urban,14.34892
4373,6.006855,0,DSL,2668.981332,15059,Rural,19.30476
4374,8.18622,0,None,1077.237101,615,Suburban,8.584144
4375,11.14727,1,None,778.5344798,15129,Rural,1.849221
4376,6.387828,0,DSL,1892.444874,62491,Suburban,9.51775
4377,11.92715,0,DSL,1390.143881,16785,Urban,6.708628
4378,7.401076,0,Fiber Optic,1560.396967,2181,Suburban,10.28653
4379,11.90071,0,None,1308.744827,14632,Suburban,11.32663
4380,10.11537,2,None,877.990892,1589,Suburban,6.574699
4381,13.49933,0,DSL,1015.130356,4295,Rural,1.126364
4382,8.962113,1,Fiber Optic,837.0503656,786,Suburban,6.91807
4383,10.16935,0,Fiber Optic,1747.20978,1837,Rural,18.32428
4384,9.292863,3,Fiber Optic,2350.571509,90,Urban,22.98475
4385,9.760091,0,DSL,1324.19186,10552,Rural,6.31339
4386,13.79652,0,None,896.0387666,10232,Urban,10.03914
4387,11.65151,0,DSL,2229.782748,15142,Urban,17.77264
4388,7.364702,0,Fiber Optic,2422.231415,39376,Urban,21.50913
4389,13.54602,0,None,2027.833188,13720,Urban,20.88324
4390,12.30736,1,DSL,2158.69019,529,Urban,15.95966
4391,4.63584,0,DSL,1183.751805,5684,Rural,1.925345
4392,9.819494,0,Fiber Optic,1325.472004,4242,Urban,5.698156
4393,9.896211,1,Fiber Optic,693.5913883,497,Rural,4.225661
4394,10.51982,1,Fiber Optic,2458.677481,39,Suburban,21.19498
4395,14.08044,0,Fiber Optic,2218.850381,843,Rural,23.04458
4396,10.76198,0,DSL,1880.847695,5912,Urban,9.900853
4397,6.990118,0,DSL,830.9443469,40336,Urban,1.15025
4398,16.36612,1,None,346.0280123,1132,Urban,3.794103
4399,10.0487,0,DSL,1275.031579,21767,Urban,7.579193
4400,10.88222,0,Fiber Optic,1164.755978,3161,Rural,10.44433
4401,10.32391,0,Fiber Optic,1114.676099,285,Urban,10.35635
4402,10.94525,0,Fiber Optic,482.2768453,1153,Suburban,4.908846
4403,7.041544,0,Fiber Optic,581.3197743,94,Suburban,2.637164
4404,7.749421,0,Fiber Optic,1066.677081,35142,Urban,8.547698
4406,9.022046,0,Fiber Optic,755.4687511,176,Rural,2.681114
4407,4.929908,0,Fiber Optic,311.8065152,22548,Suburban,2.780152
4408,5.924693,0,Fiber Optic,866.4850145,81,Suburban,6.979961
4409,10.34662,0,Fiber Optic,869.9774936,370,Rural,5.436971
4410,10.67552,0,None,1086.818163,443,Urban,8.671709
4411,6.212122,1,Fiber Optic,1456.422162,73671,Rural,13.84934
4412,11.59418,0,DSL,1002.424825,86,Urban,4.055418
4413,3.468567,0,DSL,1618.779462,8800,Urban,13.00557
4414,12.20313,0,Fiber Optic,820.9054953,736,Rural,6.92143
4415,14.07349,0,None,809.618878,478,Urban,8.324816
4416,10.78526,2,Fiber Optic,583.5711218,780,Rural,3.985217
4417,7.725473,1,None,2141.951697,622,Suburban,16.27572
4418,7.484153,1,Fiber Optic,2150.01852,14802,Suburban,21.52164
4419,10.57671,1,None,1207.587701,18,Urban,7.332162
4420,7.338118,0,None,625.201163,25339,Suburban,3.318059
4421,10.47477,1,DSL,955.1927172,2387,Urban,3.059231
4422,4.916377,0,Fiber Optic,2057.979176,10119,Suburban,15.1242
4423,9.705754,1,None,1432.135681,940,Rural,9.49754
4424,11.90177,0,None,1570.995815,191,Urban,15.22417
4425,10.69562,1,DSL,856.222981,244,Rural,1.970645
4426,8.39883,0,DSL,816.0468833,15184,Urban,1.78963
4427,7.990121,0,Fiber Optic,941.4829653,20,Rural,7.007574
4428,0.3550483,0,Fiber Optic,1109.681229,4637,Rural,7.457111
4429,15.4471,0,Fiber Optic,1747.993101,3612,Urban,12.44495
4430,5.919886,0,DSL,1394.025763,16974,Suburban,5.147213
4431,9.20065,0,None,788.1036301,38016,Rural,2.382538
4432,15.36682,0,DSL,1383.139451,2596,Urban,8.454096
4433,17.50097,0,None,681.4206312,30478,Rural,2.176948
4434,11.02093,0,Fiber Optic,1208.822377,516,Suburban,12.36516
4435,7.491292,0,DSL,1225.408596,82,Urban,4.023413
4436,6.693519,0,Fiber Optic,479.5519429,3519,Suburban,1.709971
4437,8.095364,0,DSL,1635.02715,142,Urban,8.209844
4438,9.489342,1,Fiber Optic,827.2524803,10314,Rural,3.713732
4439,8.186941,1,DSL,1619.969692,830,Suburban,10.42522
4440,8.865023,0,Fiber Optic,679.3728327,197,Urban,4.849803
4441,11.78952,2,Fiber Optic,1617.050793,17486,Suburban,14.47965
4442,12.58628,1,None,924.0234298,2144,Urban,1.081032
4443,9.291642,0,None,1999.438675,1604,Urban,21.36386
4444,9.078331,0,None,1313.657019,81,Rural,12.45303
4445,8.688645,0,Fiber Optic,1042.770459,17356,Rural,9.05217
4446,10.05346,0,Fiber Optic,347.446058,13991,Urban,1.210715
4447,7.024459,0,DSL,1135.537453,5402,Suburban,2.509742
4448,9.149023,0,Fiber Optic,863.525358,689,Rural,1.193519
4449,8.927502,0,DSL,1746.862212,7519,Urban,6.736871
4450,13.74408,0,Fiber Optic,618.6284163,31178,Urban,3.033312
4451,8.931718,0,DSL,1294.614623,650,Suburban,5.891019
4452,12.17482,1,DSL,1153.463764,17107,Suburban,5.452285
4453,12.12404,0,DSL,1377.652033,69589,Suburban,8.342325
4454,9.448073,0,DSL,2267.103404,2,Suburban,19.22796
4455,6.665106,1,None,1019.803014,599,Suburban,6.203352
4456,7.739914,0,Fiber Optic,1089.367201,1585,Rural,8.867984
4457,10.71589,0,DSL,1458.027932,1083,Urban,9.131577
4458,8.313798,0,Fiber Optic,2025.167432,1641,Urban,23.78115
4459,5.486343,0,DSL,1616.617211,1704,Urban,3.575214
4460,10.51064,1,DSL,2045.813243,226,Urban,16.77025
4461,10.09739,0,DSL,886.9184762,589,Suburban,2.546083
4462,9.437862,0,None,860.9528478,18043,Urban,2.477662
4463,13.04395,1,DSL,1360.486206,4455,Rural,1.871066
4464,15.08815,0,DSL,1649.105838,48099,Rural,6.403708
4465,6.115071,0,DSL,1691.271964,447,Rural,10.4983
4466,5.229478,0,None,1756.414097,16371,Rural,15.85774
4467,6.77211,2,Fiber Optic,1338.619611,42650,Rural,9.894265
4468,7.383215,2,DSL,1385.269228,21462,Urban,2.426747
4469,6.418039,0,Fiber Optic,1027.652777,5849,Suburban,9.790274
4470,12.58951,0,Fiber Optic,927.4696678,1992,Urban,4.419844
4471,6.808472,1,DSL,1514.229261,687,Suburban,8.26392
4472,12.25073,0,Fiber Optic,909.7634001,2123,Rural,8.157412
4473,8.167479,3,Fiber Optic,1209.083545,889,Urban,11.42705
4474,9.874838,0,None,1019.877653,135,Suburban,6.681836
4475,9.303316,0,DSL,1351.962079,13719,Suburban,2.589118
4476,8.334039,0,DSL,1347.567075,20676,Urban,8.902965
4477,12.17483,0,Fiber Optic,716.9177978,30035,Rural,5.892496
4478,12.30949,1,Fiber Optic,552.480335,2474,Suburban,2.577535
4479,6.421434,0,Fiber Optic,664.5638593,33014,Rural,2.820837
4480,3.267635,0,Fiber Optic,960.0935745,15,Suburban,2.005733
4481,13.15165,0,Fiber Optic,1199.678982,296,Suburban,11.30633
4482,11.16634,0,None,786.0813559,4075,Suburban,5.364815
4483,5.627745,1,DSL,1213.57856,25903,Urban,11.17891
4484,11.14208,0,Fiber Optic,858.2482994,729,Suburban,7.326372
4485,7.427685,1,None,744.1347048,6032,Urban,1.204999
4486,11.89241,0,Fiber Optic,1398.087425,29608,Suburban,10.96384
4487,9.472208,0,Fiber Optic,1438.364422,13981,Suburban,12.75395
4488,10.02031,0,Fiber Optic,695.0268746,20163,Urban,1.1518
4489,8.288306,0,Fiber Optic,1289.865177,14328,Suburban,11.94283
4490,12.4173,0,DSL,1341.275592,199,Rural,2.147261
4492,7.457158,0,DSL,1228.595252,4870,Rural,7.042459
4493,6.583497,1,DSL,1189.261161,2713,Rural,3.592376
4494,9.273629,1,None,1904.60275,94,Suburban,15.73713
4495,10.54776,1,Fiber Optic,1491.790762,3837,Urban,6.831686
4496,11.1808,0,Fiber Optic,1126.457158,15420,Rural,12.94793
4497,9.014014,1,DSL,1119.209524,827,Suburban,2.284487
4498,12.2074,0,DSL,1459.899487,3211,Rural,12.2964
4499,10.5572,0,DSL,837.3072679,788,Suburban,1.655301
4500,8.471092,1,Fiber Optic,1876.809732,2464,Rural,19.69566
4501,8.034529,1,Fiber Optic,1129.471568,58,Suburban,7.521969
4502,12.15506,1,DSL,1418.327071,1753,Urban,5.123883
4503,10.36876,0,DSL,2089.529125,1089,Suburban,14.86376
4504,10.97367,0,Fiber Optic,708.4028154,9282,Suburban,5.141927
4505,8.985931,1,Fiber Optic,489.2316753,570,Suburban,1.554749
4506,12.69621,0,None,1176.673652,11268,Suburban,10.50995
4507,7.455787,0,DSL,2229.929037,1776,Rural,15.12559
4508,10.66131,1,DSL,1241.024324,314,Urban,5.113589
4509,15.40713,0,Fiber Optic,1129.578351,37360,Rural,10.88666
4510,9.284367,0,DSL,1137.986536,1823,Urban,4.343093
4511,9.896438,0,DSL,1453.3619,442,Urban,7.470963
4512,12.94275,0,None,1456.609727,10895,Rural,13.36689
4513,10.42239,0,None,410.7703918,7934,Urban,2.596868
4514,4.990463,1,DSL,1057.31153,3231,Rural,7.685406
4515,8.76195,1,DSL,1640.268544,47757,Urban,5.379951
4516,14.60563,0,Fiber Optic,1377.344633,57886,Urban,8.387889
4517,11.32238,0,Fiber Optic,984.7206752,15836,Suburban,8.561641
4518,4.065974,0,DSL,2399.954293,3357,Rural,17.24595
4519,10.74617,1,DSL,983.5423493,1012,Urban,4.457562
4520,8.719917,0,None,2068.186228,60033,Suburban,22.28926
4521,12.48633,1,Fiber Optic,775.6207448,1767,Urban,3.77596
4522,12.26333,0,None,2626.362759,1926,Urban,29.30064
4523,8.236332,0,Fiber Optic,1274.789671,756,Suburban,10.32752
4524,10.79999,0,Fiber Optic,1139.028165,9417,Urban,7.668017
4525,12.17705,0,DSL,1296.523969,548,Rural,7.461144
4526,8.854371,0,DSL,1527.978319,231,Rural,10.07469
4527,7.194451,0,DSL,1015.460451,422,Urban,1.692565
4528,4.705946,0,Fiber Optic,1835.681416,8851,Rural,15.54856
4529,6.220807,0,DSL,1094.624835,27606,Urban,4.18206
4530,16.97213,1,DSL,945.5437173,13202,Suburban,5.260996
4531,5.548308,0,DSL,1127.193482,518,Urban,4.480346
4532,9.16108,1,DSL,1771.134878,44103,Urban,8.652909
4533,12.41991,0,DSL,1855.20004,2333,Suburban,10.65198
4534,3.719308,0,None,1194.31166,3027,Urban,7.957264
4535,7.997377,1,Fiber Optic,1213.799389,60,Rural,15.4522
4536,10.21531,0,None,2082.760575,1085,Suburban,18.07558
4537,11.2842,0,Fiber Optic,1835.575859,37042,Urban,21.55836
4538,7.210462,0,Fiber Optic,1443.483853,4242,Rural,14.0669
4539,10.9305,0,None,1458.518135,388,Urban,14.54834
4540,8.080637,1,None,1099.38854,239,Rural,8.592449
4541,11.97204,0,DSL,2063.325487,540,Suburban,19.84947
4542,9.419642,1,Fiber Optic,1159.364961,80,Rural,4.83427
4543,10.9973,0,DSL,1340.927976,4246,Suburban,3.11391
4544,5.475599,0,None,2696.777135,3632,Urban,22.05688
4545,12.82092,0,DSL,1640.315966,521,Urban,10.35346
4546,10.46818,0,Fiber Optic,917.1665939,2050,Rural,6.506483
4547,9.044706,0,DSL,2303.354723,1741,Rural,17.95045
4548,6.946114,1,DSL,1251.894626,29213,Urban,6.214398
4549,14.23119,0,Fiber Optic,1880.004543,2924,Suburban,14.66847
4550,8.989878,0,Fiber Optic,650.4414677,20935,Rural,5.628186
4551,14.288,0,DSL,1515.274871,274,Suburban,10.5771
4553,9.780193,0,Fiber Optic,558.284596,29268,Urban,3.367303
4554,9.55673,1,None,398.8495205,365,Urban,3.071976
4555,5.391776,0,None,545.3992275,7878,Urban,3.246478
4556,8.073426,0,None,1129.173931,17493,Suburban,5.798779
4557,8.54284,0,DSL,1735.029687,4101,Rural,13.23966
4558,8.357842,1,DSL,2182.755951,14464,Rural,18.44435
4559,12.09121,0,Fiber Optic,498.8080579,240,Rural,2.941261
4560,3.919237,1,DSL,2673.10157,162,Suburban,21.07565
4561,13.85985,0,None,1155.835028,474,Suburban,12.09048
4562,10.95217,0,DSL,2037.626802,1372,Urban,11.76248
4563,19.26111,0,Fiber Optic,347.3046722,539,Rural,2.691911
4564,5.676999,0,Fiber Optic,1161.766944,8684,Suburban,6.999666
4565,8.266471,0,Fiber Optic,729.6672295,275,Urban,3.896108
4566,7.998222,0,DSL,1801.105672,26565,Urban,6.564797
4567,10.03556,0,DSL,1844.506934,6412,Rural,13.72738
4568,15.41425,1,None,538.267259,240,Rural,2.804449
4569,13.71415,1,Fiber Optic,1458.177149,2800,Urban,14.41688
4570,7.933312,0,DSL,1183.666028,501,Urban,6.186874
4571,16.32484,0,DSL,1827.741525,83,Suburban,8.380626
4572,9.566358,1,None,1309.247153,48438,Urban,11.88328
4573,12.95024,1,DSL,1125.779521,14942,Suburban,4.899337
4574,15.41725,0,Fiber Optic,1296.081512,2180,Suburban,8.574964
4575,13.7572,1,DSL,3575.871459,263,Rural,31.79027
4576,13.08416,0,None,1024.765594,4745,Urban,7.84461
4577,9.424779,0,Fiber Optic,1924.414895,2678,Suburban,14.31807
4578,9.838314,0,Fiber Optic,2141.091982,1786,Urban,21.43457
4579,10.53808,0,Fiber Optic,729.7825005,365,Urban,4.439464
4580,6.776805,1,None,562.8048829,28016,Urban,3.147832
4581,7.150882,1,None,1248.354542,2388,Rural,10.83268
4582,7.604163,0,None,1381.709993,3744,Urban,7.812114
4583,8.259761,0,DSL,1852.013833,516,Urban,9.042296
4584,7.37357,1,None,1152.131327,29522,Rural,8.850759
4585,9.542495,2,Fiber Optic,786.1863432,2016,Suburban,5.933094
4586,9.040251,0,Fiber Optic,2199.664389,24613,Rural,23.08203
4587,9.654898,3,DSL,1613.057137,27938,Urban,13.45113
4588,9.909877,1,None,436.2644992,3521,Suburban,3.080084
4589,8.642754,1,Fiber Optic,1872.389857,171,Suburban,14.41788
4590,11.03946,1,Fiber Optic,904.3179865,324,Suburban,6.2061
4591,10.17393,1,DSL,2140.11456,30996,Rural,17.38432
4592,10.27072,1,DSL,1542.618812,15133,Rural,4.490588
4593,7.279879,2,DSL,1280.101622,2946,Urban,2.893617
4594,9.282026,0,Fiber Optic,753.7251984,319,Suburban,7.634806
4595,8.164724,1,DSL,726.148196,1883,Rural,3.794574
4596,7.121114,0,Fiber Optic,914.6362933,13128,Urban,6.905799
4597,13.79996,0,DSL,2327.656652,5586,Suburban,21.26763
4598,9.700117,1,Fiber Optic,463.6732561,1194,Rural,2.507107
4599,7.601603,0,Fiber Optic,1065.856964,3219,Suburban,7.721518
4600,6.890953,0,Fiber Optic,486.381294,1025,Urban,2.886437
4601,15.31615,1,None,1349.872551,7285,Urban,10.35845
4602,9.224349,0,DSL,1340.469295,11762,Suburban,8.093081
4603,11.76153,0,None,1346.569879,1826,Suburban,12.1891
4604,4.386127,2,Fiber Optic,1217.604663,624,Rural,11.3031
4605,8.158876,0,DSL,1450.159924,55857,Suburban,7.445235
4606,12.73982,1,Fiber Optic,503.6435762,176,Urban,1.877939
4607,8.421514,0,Fiber Optic,616.2094946,156,Urban,2.347884
4608,10.12355,1,DSL,2693.549899,9499,Suburban,24.69325
4609,9.020485,0,DSL,1138.754327,7602,Rural,4.768185
4610,6.649137,0,DSL,1670.183322,1827,Rural,8.824037
4611,11.78479,0,Fiber Optic,1144.514093,3903,Urban,7.364002
4612,14.61938,0,None,1734.504367,30076,Suburban,16.58054
4613,7.425681,0,Fiber Optic,397.1455126,3300,Rural,1.921112
4614,6.262471,0,None,1372.468821,870,Suburban,11.72692
4615,5.236974,0,Fiber Optic,838.558113,3274,Rural,2.987316
4616,6.454722,0,Fiber Optic,1569.259659,25328,Rural,12.04581
4617,15.10522,1,None,711.8546388,4949,Urban,1.574932
4618,14.39916,0,Fiber Optic,483.0491679,128,Suburban,1.76975
4619,12.64257,0,None,1083.774656,657,Urban,9.613541
4620,9.12824,0,DSL,1782.043347,4277,Suburban,12.22703
4621,16.83197,0,Fiber Optic,1162.432794,439,Suburban,9.517342
4622,10.52558,0,Fiber Optic,320.1072613,10218,Urban,2.611838
4623,9.19204,1,DSL,891.754556,22115,Urban,3.27379
4624,10.12336,1,DSL,2117.66,4644,Urban,13.55138
4625,6.574956,0,None,979.2710238,1841,Rural,10.14235
4626,10.96282,0,Fiber Optic,1958.174563,59,Rural,17.74303
4627,6.696491,2,DSL,2186.78593,10228,Rural,10.52104
4628,10.39479,1,Fiber Optic,323.751566,2816,Suburban,2.241794
4629,5.565705,0,DSL,1997.36133,224,Rural,8.828042
4630,13.7442,0,Fiber Optic,1786.342426,14990,Rural,15.46234
4631,5.93514,0,DSL,1235.844622,3278,Suburban,6.974284
4632,5.436159,0,Fiber Optic,1657.906578,6470,Suburban,19.6447
4633,8.865855,0,None,1469.220521,624,Urban,12.67469
4634,10.64116,0,Fiber Optic,880.8737878,1780,Rural,5.924783
4635,6.482152,0,DSL,1892.964163,34,Rural,12.65954
4636,8.222102,0,Fiber Optic,939.0291358,2029,Urban,4.254025
4637,12.60968,1,DSL,1999.64045,57775,Rural,12.4341
4638,11.25462,0,None,1417.312047,7194,Rural,10.97775
4639,10.52956,0,None,1175.542116,3067,Suburban,13.16047
4640,9.208445,0,Fiber Optic,773.5217752,15,Rural,3.171487
4641,9.649235,0,None,548.1888179,265,Rural,1.817421
4642,5.587786,1,Fiber Optic,923.5059358,182,Rural,7.813168
4644,9.736531,0,DSL,2523.250672,12449,Rural,20.91805
4645,11.89732,1,DSL,1878.869681,217,Suburban,7.502506
4646,8.671284,1,Fiber Optic,1743.325286,950,Urban,13.21297
4647,7.581507,0,DSL,2335.858768,25503,Rural,15.61752
4648,9.492721,0,Fiber Optic,1042.786672,2634,Suburban,9.74066
4649,12.56211,0,Fiber Optic,1143.400963,3929,Suburban,7.276075
4650,6.706765,2,None,1311.801862,12478,Rural,7.965702
4651,13.78311,2,None,624.0528147,11634,Suburban,2.605757
4652,11.11437,0,DSL,1497.298277,470,Rural,8.542338
4653,13.2393,2,None,1069.807995,441,Suburban,10.13859
4654,9.343359,0,None,1058.563314,5012,Urban,5.464636
4655,13.1717,2,Fiber Optic,763.7549084,304,Rural,1.712499
4656,11.08933,0,Fiber Optic,1292.607065,440,Suburban,8.512387
4657,8.698426,1,Fiber Optic,1246.19633,21137,Suburban,8.747794
4658,12.69049,0,Fiber Optic,998.0645117,34135,Rural,7.019257
4659,12.84627,0,Fiber Optic,1492.762296,29809,Urban,13.69077
4660,8.081871,0,DSL,956.1671721,2006,Rural,4.208515
4661,11.2072,0,DSL,2281.87219,19637,Rural,18.34508
4662,14.20931,0,DSL,1512.005651,345,Suburban,8.873645
4663,12.13152,0,DSL,1039.131091,26695,Rural,5.188006
4664,3.609651,0,DSL,1512.108737,20150,Suburban,10.76731
4665,10.87695,0,None,704.9501482,2939,Urban,2.284566
4666,16.64511,0,Fiber Optic,1050.342085,25597,Urban,6.360959
4667,14.09036,2,None,636.2377993,38909,Suburban,4.946157
